id,idempotency_key,source_wallet_id,destination_wallet_id,amount,currency,status,error_reason,created_at,updated_at
99107894-6a47-4d5c-8b1b-b2549af03457,dep-70e03775-de76-44ad-b6c4-7bec77b970c6,,2e25c793-17ff-4230-b58d-17dfcc222464,9860,INR,completed,,2025-08-15T16:48:16.146Z,2025-08-15T16:48:16.146Z
06c2c9b9-7870-4649-afc8-6bd839d27ba8,tx-4c77114b-fbae-4d22-82a7-6ecacb23b46a,2e25c793-17ff-4230-b58d-17dfcc222464,78d754c3-7421-45c6-af19-62af10c7d7a7,45753,INR,completed,,2025-08-15T16:48:16.146Z,2025-08-15T16:48:16.146Z
96a89274-df0d-4f3c-84b1-f4128333f8dd,tx-d923ca72-e4c2-43e6-9310-e28db9b20db9,d53314e5-d645-464a-99cf-45ed1a35e9fd,77f216ae-66bd-4d6b-9dcf-ac7ac8c779cc,388,INR,completed,,2025-08-15T16:48:16.146Z,2025-08-15T16:48:16.146Z
7fe7a1cf-18a1-49cc-970b-384d47915efa,tx-d5973d06-0e1f-44e8-8cf5-ff59b4994e87,4f64b206-7b74-44ce-b39f-89049ebd4e3f,8fecc2ac-282e-4044-a1dd-0ef257c60926,2976,INR,completed,,2025-08-16T16:48:16.146Z,2025-08-16T16:48:16.146Z
4d26b1f3-72e9-454f-bb35-295c4622dbd7,tx-755e6a62-a058-4352-9065-db95118f637a,4f64b206-7b74-44ce-b39f-89049ebd4e3f,68e8cdc4-a89c-4489-9d80-d6345ef95f59,1577,INR,completed,,2025-08-16T16:48:16.146Z,2025-08-16T16:48:16.146Z
8524fd5e-caaa-4f1f-b080-877def725639,dep-c8cf8abd-6ac2-4941-b21f-ea558bc6cba2,,2e25c793-17ff-4230-b58d-17dfcc222464,5257,INR,completed,,2025-08-16T16:48:16.146Z,2025-08-16T16:48:16.146Z
713b8abc-e25f-44a3-829b-3f03431deaef,dep-42fe8194-b886-4c44-a467-91af6907d612,,2e25c793-17ff-4230-b58d-17dfcc222464,15017,INR,completed,,2025-08-16T16:48:16.146Z,2025-08-16T16:48:16.146Z
e7bfb419-0b1f-4e7d-92fa-e4205a37e4ae,dep-a1703ef5-e1cf-4e55-a018-862fd11d176e,,2e25c793-17ff-4230-b58d-17dfcc222464,16985,INR,completed,,2025-08-17T16:48:16.146Z,2025-08-17T16:48:16.146Z
cf71f1d7-91d6-435e-b608-99d7cd45439e,dep-a6a0680c-e5f0-483f-b701-2c90dcf7f692,,2e25c793-17ff-4230-b58d-17dfcc222464,9518,INR,completed,,2025-08-17T16:48:16.146Z,2025-08-17T16:48:16.146Z
c4e9f8b4-f640-4c7c-8582-741c521eb6de,tx-9513c3cf-6fe2-46a0-bb16-f212cb48d0e5,2e25c793-17ff-4230-b58d-17dfcc222464,77f216ae-66bd-4d6b-9dcf-ac7ac8c779cc,512,INR,completed,,2025-08-17T16:48:16.146Z,2025-08-17T16:48:16.146Z
a60c25c3-5dc9-48ed-9fd4-00540ac64f66,dep-71622afc-e66c-4b97-b3a5-abd0ec38c0e4,,2e25c793-17ff-4230-b58d-17dfcc222464,7504,INR,completed,,2025-08-18T16:48:16.146Z,2025-08-18T16:48:16.146Z
d931c1b8-c07a-40c4-b0c5-4383e3bad3b2,dep-6ea1aeac-823e-424c-b96c-b6c53c4537e5,,2e25c793-17ff-4230-b58d-17dfcc222464,16468,INR,completed,,2025-08-18T16:48:16.146Z,2025-08-18T16:48:16.146Z
4d9ee42b-b2fc-4f4b-974a-7fc072c33d2d,dep-9f0cedba-e2ad-42a0-804c-416cd7209733,,2e25c793-17ff-4230-b58d-17dfcc222464,13112,INR,completed,,2025-08-18T16:48:16.146Z,2025-08-18T16:48:16.146Z
c78114b9-a924-48e2-ae04-222ec370a3c8,tx-68eb8588-21cc-4948-9506-426d082c7b30,d53314e5-d645-464a-99cf-45ed1a35e9fd,99326bcd-2ed0-4319-b6a7-a9d1ac39f1b2,570,INR,completed,,2025-08-18T16:48:16.146Z,2025-08-18T16:48:16.146Z
1399ab56-687d-4eae-99df-e1254f063b72,dep-cb379c07-f2c0-4b6f-82e6-3c87583e8120,,2e25c793-17ff-4230-b58d-17dfcc222464,14472,INR,completed,,2025-08-19T16:48:16.146Z,2025-08-19T16:48:16.146Z
63b81d09-56b7-456a-aa33-2c9d1e9f48dc,tx-71b46b76-eedc-43c7-ab15-94093ca29ad9,d53314e5-d645-464a-99cf-45ed1a35e9fd,68e8cdc4-a89c-4489-9d80-d6345ef95f59,1610,INR,completed,,2025-08-19T16:48:16.146Z,2025-08-19T16:48:16.146Z
5a011617-f514-4356-989b-54cf7245ae4e,dep-a51f199b-dc1d-49bc-b907-b64df586104c,,2e25c793-17ff-4230-b58d-17dfcc222464,8122,INR,completed,,2025-08-20T16:48:16.146Z,2025-08-20T16:48:16.146Z
7d33cab0-8228-4801-b594-899a9c9bc697,dep-fa0e1eda-5f4d-433e-90ed-fb86efd1756e,,2e25c793-17ff-4230-b58d-17dfcc222464,8521,INR,completed,,2025-08-21T16:48:16.146Z,2025-08-21T16:48:16.146Z
d9f5ddd5-8a5c-4861-9272-a617726bc1de,tx-48183f02-658a-442a-8c7e-e64ef11b9570,d53314e5-d645-464a-99cf-45ed1a35e9fd,99326bcd-2ed0-4319-b6a7-a9d1ac39f1b2,649,INR,completed,,2025-08-21T16:48:16.146Z,2025-08-21T16:48:16.146Z
902848d1-1e78-48a1-90c4-4db2b5c9274e,tx-00a68500-f980-4c87-abcd-42b7354e7625,4f64b206-7b74-44ce-b39f-89049ebd4e3f,68e8cdc4-a89c-4489-9d80-d6345ef95f59,3201,INR,completed,,2025-08-22T16:48:16.146Z,2025-08-22T16:48:16.146Z
7ff961d3-3025-4a9b-b7b3-5f44c5596f58,dep-b45abcb9-5507-4612-8b98-1aa9237bb4d5,,2e25c793-17ff-4230-b58d-17dfcc222464,11308,INR,completed,,2025-08-22T16:48:16.146Z,2025-08-22T16:48:16.146Z
2dc89fe8-4850-41d2-b928-fe9bf74ffcef,dep-7593d72a-a853-4d33-a04c-d50e0403bb46,,2e25c793-17ff-4230-b58d-17dfcc222464,5810,INR,completed,,2025-08-22T16:48:16.146Z,2025-08-22T16:48:16.146Z
366a17e9-8655-41d9-98f0-19bf565e61a2,tx-ec48621b-81dd-48d1-acfe-0b7e1e14ce0d,4f64b206-7b74-44ce-b39f-89049ebd4e3f,8fecc2ac-282e-4044-a1dd-0ef257c60926,2338,INR,completed,,2025-08-23T16:48:16.146Z,2025-08-23T16:48:16.146Z
62545bd2-b093-4a18-9867-f2598915f0d2,dep-2c7593b5-2e14-4c83-b064-ac24355044c6,,2e25c793-17ff-4230-b58d-17dfcc222464,9267,INR,completed,,2025-08-23T16:48:16.146Z,2025-08-23T16:48:16.146Z
681bd1e0-b96e-4b69-9313-b9022654e487,tx-beb0b772-cde7-48cf-8839-0265735dd283,2e25c793-17ff-4230-b58d-17dfcc222464,68e8cdc4-a89c-4489-9d80-d6345ef95f59,1438,INR,completed,,2025-08-23T16:48:16.146Z,2025-08-23T16:48:16.146Z
6b53fbef-845b-4782-a3aa-9a0eabdbf6a0,dep-3df54d54-7ef6-4131-ae77-8facca6d0af3,,2e25c793-17ff-4230-b58d-17dfcc222464,12916,INR,completed,,2025-08-24T16:48:16.146Z,2025-08-24T16:48:16.146Z
c02adc8f-a42c-415f-92a9-0bf309969698,dep-d19f2dde-4ee3-4e56-8e63-3ca9968c0b79,,2e25c793-17ff-4230-b58d-17dfcc222464,7374,INR,completed,,2025-08-24T16:48:16.146Z,2025-08-24T16:48:16.146Z
d3e00f6b-ee1e-4829-9c9e-a76c14b6f9f7,tx-2c98881a-fba9-457d-abf4-4a22505ffdbd,2e25c793-17ff-4230-b58d-17dfcc222464,77f216ae-66bd-4d6b-9dcf-ac7ac8c779cc,754,INR,completed,,2025-08-24T16:48:16.146Z,2025-08-24T16:48:16.146Z
26d281d3-4661-4eaf-9319-42bb459c4397,signup-bonus-882bd677-182a-49b0-839e-5574c87db875,,dfffab37-7984-45e6-bfd9-bcb0617b8a82,10000,INR,completed,,2025-08-25T16:48:16.146Z,2025-08-25T16:48:16.146Z
418ef853-640f-4b82-af0e-6014e821adbd,tx-407ba66c-4649-436f-b301-3217f3afc8c6,4f64b206-7b74-44ce-b39f-89049ebd4e3f,68e8cdc4-a89c-4489-9d80-d6345ef95f59,1424,INR,completed,,2025-08-25T16:48:16.146Z,2025-08-25T16:48:16.146Z
6a56544a-9dcb-432f-ac19-bf867bdbd2a2,dep-499512d1-3bae-4414-8629-cf8248160129,,2e25c793-17ff-4230-b58d-17dfcc222464,13360,INR,completed,,2025-08-25T16:48:16.146Z,2025-08-25T16:48:16.146Z
3e5c94ce-7418-4a3c-8818-0ddcf75a0c4e,tx-072fe362-32b6-4c41-911c-b503bb017b2e,2e25c793-17ff-4230-b58d-17dfcc222464,78d754c3-7421-45c6-af19-62af10c7d7a7,27758,INR,completed,,2025-08-25T16:48:16.146Z,2025-08-25T16:48:16.146Z
3c4640f2-6d16-47a9-b20d-c0edacf3c98b,tx-9c33d7d1-842f-4c50-9b0c-91a63979145d,2e25c793-17ff-4230-b58d-17dfcc222464,8c25909a-227f-4d95-86a1-9033ec6e34a4,387,INR,completed,,2025-08-25T16:48:16.146Z,2025-08-25T16:48:16.146Z
9aae1655-6724-4c45-b2da-10a4e0321e25,tx-4d629f5b-92b3-4bff-9ac8-3ba2ba64957e,4f64b206-7b74-44ce-b39f-89049ebd4e3f,68e8cdc4-a89c-4489-9d80-d6345ef95f59,3023,INR,completed,,2025-08-26T16:48:16.146Z,2025-08-26T16:48:16.146Z
e3ecf49a-0d81-4170-873e-33d1e24b1107,dep-a1663087-1f18-4084-9ce2-f4df8c933680,,2e25c793-17ff-4230-b58d-17dfcc222464,7900,INR,completed,,2025-08-26T16:48:16.146Z,2025-08-26T16:48:16.146Z
e0edec09-81ec-4513-88d6-6c088a608d11,dep-a13654d5-a17e-4dfa-bbad-5c3005ae8779,,2e25c793-17ff-4230-b58d-17dfcc222464,9851,INR,completed,,2025-08-26T16:48:16.146Z,2025-08-26T16:48:16.146Z
1eeff958-6a73-4cda-b0c3-ac4b8aa848eb,signup-bonus-0b127035-059c-4381-bef6-77450cfdde76,,cc817b0a-5cde-4437-9047-eb0a6c1b8735,10000,INR,completed,,2025-08-27T16:48:16.146Z,2025-08-27T16:48:16.146Z
0db177e8-1f5f-42be-914b-792e7af5c653,dep-ef05b285-1502-4b82-9ddd-5b4cb4cd469e,,2e25c793-17ff-4230-b58d-17dfcc222464,7451,INR,completed,,2025-08-27T16:48:16.146Z,2025-08-27T16:48:16.146Z
8712ce36-b844-41b8-b900-4486b772c1f4,dep-dd2f6450-9600-4b19-9209-b8d3b10c4902,,2e25c793-17ff-4230-b58d-17dfcc222464,16042,INR,completed,,2025-08-27T16:48:16.146Z,2025-08-27T16:48:16.146Z
b5dcb7f3-3296-4042-9a70-fb2a39d9950b,dep-0507c392-93ad-41e8-b64e-5c57826d6e50,,2e25c793-17ff-4230-b58d-17dfcc222464,15410,INR,completed,,2025-08-27T16:48:16.146Z,2025-08-27T16:48:16.146Z
dd526abb-5f80-4d7f-b2cb-c5fb2c345f58,tx-770afbca-0aee-47ce-995f-e5cba7851ab6,dfffab37-7984-45e6-bfd9-bcb0617b8a82,99326bcd-2ed0-4319-b6a7-a9d1ac39f1b2,257,INR,completed,,2025-08-27T16:48:16.146Z,2025-08-27T16:48:16.146Z
c5949d9a-ee81-40b8-b407-a925db2b7d7b,dep-a3e8942f-8143-4e40-a4dc-c46034f53148,,2e25c793-17ff-4230-b58d-17dfcc222464,13361,INR,completed,,2025-08-28T16:48:16.146Z,2025-08-28T16:48:16.146Z
5c81e5a2-4288-457d-bb82-59668fcab99f,tx-6fde6e6f-633a-4cfd-8ac6-096d6de0e339,cc817b0a-5cde-4437-9047-eb0a6c1b8735,dfffab37-7984-45e6-bfd9-bcb0617b8a82,99,INR,completed,,2025-08-28T16:48:16.146Z,2025-08-28T16:48:16.146Z
eb9d4c7d-93eb-4f9c-9dea-1cd0e6e311aa,dep-a3741581-2fc1-4759-8a58-cfd824c61fa9,,2e25c793-17ff-4230-b58d-17dfcc222464,10874,INR,completed,,2025-08-29T16:48:16.146Z,2025-08-29T16:48:16.146Z
cab493f7-6467-456e-a37b-a1dfec36cce2,dep-ee3352ab-db07-4600-ba28-eb5c419adb29,,2e25c793-17ff-4230-b58d-17dfcc222464,12342,INR,completed,,2025-08-29T16:48:16.146Z,2025-08-29T16:48:16.146Z
2260615b-9c75-4d0b-9d33-acc3586ff04e,tx-58b3f062-322b-46de-9d79-148f4c3e7e62,d53314e5-d645-464a-99cf-45ed1a35e9fd,99326bcd-2ed0-4319-b6a7-a9d1ac39f1b2,562,INR,completed,,2025-08-29T16:48:16.146Z,2025-08-29T16:48:16.146Z
1fdc2e57-3d23-4a0f-8295-dd2add95a6cb,dep-378df9c9-1c11-4be2-a3cd-d1607cb6f0b4,,d53314e5-d645-464a-99cf-45ed1a35e9fd,28.1,INR,completed,,2025-08-29T16:48:16.146Z,2025-08-29T16:48:16.146Z
4901fd88-23c2-4569-b4d1-ad5a8c805240,tx-d8ccc0b4-3505-4306-9e72-2ff53b85f338,cc817b0a-5cde-4437-9047-eb0a6c1b8735,dfffab37-7984-45e6-bfd9-bcb0617b8a82,244,INR,completed,,2025-08-29T16:48:16.146Z,2025-08-29T16:48:16.146Z
d53f552b-fdc5-48af-a702-377bc16d8917,tx-bb8da103-2599-4b86-a7fb-07fef270439a,4f64b206-7b74-44ce-b39f-89049ebd4e3f,8fecc2ac-282e-4044-a1dd-0ef257c60926,2735,INR,completed,,2025-08-30T16:48:16.146Z,2025-08-30T16:48:16.146Z
54a8294e-52be-4e0d-8051-8b6ee11c0489,dep-eb95dea8-131b-41fd-a98b-3e3985be5b56,,2e25c793-17ff-4230-b58d-17dfcc222464,12843,INR,completed,,2025-08-30T16:48:16.146Z,2025-08-30T16:48:16.146Z
e2c8c0ec-ade5-4792-bee8-cca9e85b4912,tx-e7211e19-c765-4a5d-b6e0-bacbf5809609,4f64b206-7b74-44ce-b39f-89049ebd4e3f,77f216ae-66bd-4d6b-9dcf-ac7ac8c779cc,534,INR,completed,,2025-08-31T16:48:16.146Z,2025-08-31T16:48:16.146Z
909f3ec4-0b4a-494f-89b5-581e4cf7b1be,dep-92610443-7f2b-4d29-af3f-2b6a41945c75,,2e25c793-17ff-4230-b58d-17dfcc222464,6851,INR,completed,,2025-08-31T16:48:16.146Z,2025-08-31T16:48:16.146Z
83545711-437e-4584-9990-55af5f6b09d0,dep-a1177f17-d8ed-40c9-b994-f3ac2bfe1949,,2e25c793-17ff-4230-b58d-17dfcc222464,15826,INR,completed,,2025-08-31T16:48:16.146Z,2025-08-31T16:48:16.146Z
9c304d98-1115-4f19-82dd-2c0bc3c2fdca,tx-94198db6-8417-4553-9c79-6489b45bd3ae,d53314e5-d645-464a-99cf-45ed1a35e9fd,99326bcd-2ed0-4319-b6a7-a9d1ac39f1b2,700,INR,completed,,2025-08-31T16:48:16.146Z,2025-08-31T16:48:16.146Z
2c658750-34cb-4261-9a9c-93b746afe384,dep-56f1e841-0e4d-416a-b787-0833610eb3b9,,dfffab37-7984-45e6-bfd9-bcb0617b8a82,5000,INR,completed,,2025-08-31T16:48:16.146Z,2025-08-31T16:48:16.146Z
daac5137-cca6-42f6-9336-34f84e46e92f,dep-d347be71-e0ba-4dfd-a95d-b0a97ed0ae12,,cc817b0a-5cde-4437-9047-eb0a6c1b8735,4000,INR,completed,,2025-08-31T16:48:16.146Z,2025-08-31T16:48:16.146Z
eae5e8fa-bd74-4d49-8a36-c895e2c3d7c7,tx-bfdfeb83-be23-42d3-a53e-67ffafbb5ee3,cc817b0a-5cde-4437-9047-eb0a6c1b8735,dfffab37-7984-45e6-bfd9-bcb0617b8a82,175,INR,completed,,2025-08-31T16:48:16.146Z,2025-08-31T16:48:16.146Z
fb2febd7-cffb-48a1-af28-685884ddea78,dep-0f64f500-fc2d-40b8-ad60-3081f4569dfa,,4f64b206-7b74-44ce-b39f-89049ebd4e3f,85000,INR,completed,,2025-09-01T16:48:16.146Z,2025-09-01T16:48:16.146Z
3f5924fc-0a3b-4c5c-b7bb-5c3b83b3de28,tx-1b69a845-772b-4352-9c41-71a685f2cf58,4f64b206-7b74-44ce-b39f-89049ebd4e3f,99326bcd-2ed0-4319-b6a7-a9d1ac39f1b2,464,INR,completed,,2025-09-01T16:48:16.146Z,2025-09-01T16:48:16.146Z
83422804-334e-4c81-8f1e-9ba3e6460248,dep-9ff3a258-dc7a-401e-9110-78666103f102,,2e25c793-17ff-4230-b58d-17dfcc222464,13117,INR,completed,,2025-09-01T16:48:16.146Z,2025-09-01T16:48:16.146Z
3cef82dc-bbdf-49e9-bca4-e8954b5f02a0,dep-229f8d5f-2087-45b0-9561-e15707d71f16,,d53314e5-d645-464a-99cf-45ed1a35e9fd,120000,INR,completed,,2025-09-01T16:48:16.146Z,2025-09-01T16:48:16.146Z
e04b2f4b-3209-407f-a3e9-0588d9abd28a,tx-e1c44801-44c6-416a-bb9e-4350f2d0fb39,d53314e5-d645-464a-99cf-45ed1a35e9fd,68e8cdc4-a89c-4489-9d80-d6345ef95f59,2437,INR,completed,,2025-09-01T16:48:16.146Z,2025-09-01T16:48:16.146Z
d9a0449b-6aa5-4afe-a3de-7eca55bf9430,tx-80bbf960-c963-451d-9f97-1c5a86fbe25f,cc817b0a-5cde-4437-9047-eb0a6c1b8735,77f216ae-66bd-4d6b-9dcf-ac7ac8c779cc,179,INR,completed,,2025-09-01T16:48:16.146Z,2025-09-01T16:48:16.146Z
27d45e8f-0d1e-4900-b523-2fdf279ac5cb,dep-c55cbcdb-a923-4107-949d-d50b675d9e31,,2e25c793-17ff-4230-b58d-17dfcc222464,4576,INR,completed,,2025-09-02T16:48:16.146Z,2025-09-02T16:48:16.146Z
91c4cf0e-309d-4f83-8324-64fdf8d5ea27,dep-97582f99-a3e0-4521-a742-b723634b1e33,,2e25c793-17ff-4230-b58d-17dfcc222464,9789,INR,completed,,2025-09-02T16:48:16.146Z,2025-09-02T16:48:16.146Z
60eb6d44-3d03-44a9-991c-8ae978011e81,tx-e18668ee-6beb-4d2f-b905-4a98a2667330,2e25c793-17ff-4230-b58d-17dfcc222464,396aaa88-f522-47e1-a4dd-f2107cc69e7a,35000,INR,completed,,2025-09-02T16:48:16.146Z,2025-09-02T16:48:16.146Z
614dd245-bd5e-466e-9f97-4dfab789395b,tx-904262ac-bb9b-4fac-9b59-355c8ff34be2,2e25c793-17ff-4230-b58d-17dfcc222464,8c25909a-227f-4d95-86a1-9033ec6e34a4,605,INR,completed,,2025-09-02T16:48:16.146Z,2025-09-02T16:48:16.146Z
00d5e3f8-d668-40ac-ae35-d26fae8f3d41,tx-d1249c5b-3d60-4534-a682-d1741699509d,dfffab37-7984-45e6-bfd9-bcb0617b8a82,77f216ae-66bd-4d6b-9dcf-ac7ac8c779cc,144,INR,completed,,2025-09-02T16:48:16.146Z,2025-09-02T16:48:16.146Z
6ad5fc85-d5bc-464a-b405-6676eab68afb,dep-79d2f77b-d145-4920-97d7-50c259745ce8,,dfffab37-7984-45e6-bfd9-bcb0617b8a82,7.2,INR,completed,,2025-09-02T16:48:16.146Z,2025-09-02T16:48:16.146Z
287219f3-0770-435a-ba82-88292e8529e2,tx-a8549230-ac2a-48a5-bb8b-0d9a1debfc92,4f64b206-7b74-44ce-b39f-89049ebd4e3f,396aaa88-f522-47e1-a4dd-f2107cc69e7a,25000,INR,completed,,2025-09-03T16:48:16.146Z,2025-09-03T16:48:16.146Z
26186e05-ab63-4429-b774-7354ae42d094,tx-2bfc1c5f-b56a-4704-b198-aab0c05edd51,4f64b206-7b74-44ce-b39f-89049ebd4e3f,68e8cdc4-a89c-4489-9d80-d6345ef95f59,3550,INR,completed,,2025-09-03T16:48:16.146Z,2025-09-03T16:48:16.146Z
3b7e62ac-1866-4885-936e-8ec71bd74535,dep-fe33d10e-399b-4d1f-a3ad-075b68820ec9,,4f64b206-7b74-44ce-b39f-89049ebd4e3f,177.5,INR,completed,,2025-09-03T16:48:16.146Z,2025-09-03T16:48:16.146Z
