transaction_id,category,merchant_name,payment_method,city,device_type,ip_address,location_lat,location_lng
8712ce36-b844-41b8-b900-4486b772c1f4,Business Revenue,Merchant POS Settlement,UPI,Mumbai,Web,192.168.1.144,19.076,72.8777
b5dcb7f3-3296-4042-9a70-fb2a39d9950b,Business Revenue,Merchant POS Settlement,Debit Card,Mumbai,Android,192.168.1.153,19.076,72.8777
dd526abb-5f80-4d7f-b2cb-c5fb2c345f58,Food & Dining,Zomato,Wallet,Mumbai,Web,192.168.1.20,19.076,72.8777
c5949d9a-ee81-40b8-b407-a925db2b7d7b,Business Revenue,Merchant POS Settlement,UPI,Mumbai,iOS,192.168.1.46,19.076,72.8777
5c81e5a2-4288-457d-bb82-59668fcab99f,P2P Transfer,Aarav Mehta,Wallet,Mumbai,iOS,192.168.1.123,19.076,72.8777
eb9d4c7d-93eb-4f9c-9dea-1cd0e6e311aa,Business Revenue,Merchant POS Settlement,UPI,Mumbai,iOS,192.168.1.215,19.076,72.8777
cab493f7-6467-456e-a37b-a1dfec36cce2,Business Revenue,Merchant POS Settlement,Credit Card,Mumbai,iOS,192.168.1.193,19.076,72.8777
2260615b-9c75-4d0b-9d33-acc3586ff04e,Food & Dining,Zomato Home,Wallet,Mumbai,Web,192.168.1.54,19.076,72.8777
1fdc2e57-3d23-4a0f-8295-dd2add95a6cb,Cashback,Wallet Promo,Credit Card,Mumbai,Android,192.168.1.207,19.076,72.8777
4901fd88-23c2-4569-b4d1-ad5a8c805240,P2P Transfer,Aarav Mehta,Wallet,Mumbai,iOS,192.168.1.143,19.076,72.8777
d53f552b-fdc5-48af-a702-377bc16d8917,Groceries,BigBasket,Wallet,Mumbai,iOS,192.168.1.122,19.076,72.8777
54a8294e-52be-4e0d-8051-8b6ee11c0489,Business Revenue,Merchant POS Settlement,Credit Card,Mumbai,iOS,192.168.1.220,19.076,72.8777
e2c8c0ec-ade5-4792-bee8-cca9e85b4912,Transport,Uber,Wallet,Mumbai,iOS,192.168.1.193,19.076,72.8777
909f3ec4-0b4a-494f-89b5-581e4cf7b1be,Business Revenue,Merchant POS Settlement,Credit Card,Mumbai,Android,192.168.1.198,19.076,72.8777
83545711-437e-4584-9990-55af5f6b09d0,Business Revenue,Merchant POS Settlement,UPI,Mumbai,iOS,192.168.1.116,19.076,72.8777
9c304d98-1115-4f19-82dd-2c0bc3c2fdca,Food & Dining,Zomato Home,Wallet,Mumbai,iOS,192.168.1.62,19.076,72.8777
2c658750-34cb-4261-9a9c-93b746afe384,Allowance,Parent Support,Credit Card,Mumbai,iOS,192.168.1.112,19.076,72.8777
daac5137-cca6-42f6-9336-34f84e46e92f,Allowance,Parent Support,Debit Card,Mumbai,Android,192.168.1.209,19.076,72.8777
eae5e8fa-bd74-4d49-8a36-c895e2c3d7c7,P2P Transfer,Aarav Mehta,Wallet,Mumbai,Android,192.168.1.116,19.076,72.8777
fb2febd7-cffb-48a1-af28-685884ddea78,Salary,HDFC Corporate Payroll,UPI,Mumbai,Android,192.168.1.94,19.076,72.8777
3f5924fc-0a3b-4c5c-b7bb-5c3b83b3de28,Food & Dining,Zomato,Wallet,Mumbai,Web,192.168.1.110,19.076,72.8777
83422804-334e-4c81-8f1e-9ba3e6460248,Business Revenue,Merchant POS Settlement,UPI,Mumbai,Android,192.168.1.19,19.076,72.8777
3cef82dc-bbdf-49e9-bca4-e8954b5f02a0,Salary,Remote Tech Corp,UPI,Mumbai,iOS,192.168.1.210,19.076,72.8777
e04b2f4b-3209-407f-a3e9-0588d9abd28a,Shopping,Amazon Lifestyle,Wallet,Mumbai,iOS,192.168.1.21,19.076,72.8777
d9a0449b-6aa5-4afe-a3de-7eca55bf9430,Transport,Uber,Wallet,Mumbai,iOS,192.168.1.142,19.076,72.8777
27d45e8f-0d1e-4900-b523-2fdf279ac5cb,Business Revenue,Merchant POS Settlement,UPI,Mumbai,Android,192.168.1.127,19.076,72.8777
91c4cf0e-309d-4f83-8324-64fdf8d5ea27,Business Revenue,Merchant POS Settlement,UPI,Mumbai,iOS,192.168.1.154,19.076,72.8777
60eb6d44-3d03-44a9-991c-8ae978011e81,Rent,Commercial Office Rent,Wallet,Mumbai,Web,192.168.1.59,19.076,72.8777
614dd245-bd5e-466e-9f97-4dfab789395b,Food & Dining,Starbucks Business Meetup,Wallet,Mumbai,iOS,192.168.1.228,19.076,72.8777
00d5e3f8-d668-40ac-ae35-d26fae8f3d41,Transport,Uber,Wallet,Mumbai,Android,192.168.1.91,19.076,72.8777
6ad5fc85-d5bc-464a-b405-6676eab68afb,Cashback,Wallet Promo,Credit Card,Mumbai,iOS,192.168.1.18,19.076,72.8777
287219f3-0770-435a-ba82-88292e8529e2,Rent,Amit Kumar (Landlord),Wallet,Mumbai,Android,192.168.1.35,19.076,72.8777
26186e05-ab63-4429-b774-7354ae42d094,Shopping,Amazon Shopping,Wallet,Mumbai,iOS,192.168.1.93,19.076,72.8777
3b7e62ac-1866-4885-936e-8ec71bd74535,Cashback,Wallet Promo,Credit Card,Mumbai,Web,192.168.1.98,19.076,72.8777
cbfd7bc1-f368-4bb6-a7a6-25fb5f5c1974,Business Revenue,Merchant POS Settlement,Debit Card,Mumbai,iOS,192.168.1.211,19.076,72.8777
977a2d28-6710-4b18-baed-e196c589a355,Business Revenue,Merchant POS Settlement,UPI,Mumbai,Web,192.168.1.124,19.076,72.8777
d210c577-895c-4042-ba79-1f0b5923cefd,Food & Dining,Zomato Home,Wallet,Mumbai,iOS,192.168.1.19,19.076,72.8777
bffa2bc5-e461-485b-a772-6ca7388098a9,Food & Dining,Zomato,Wallet,Mumbai,Web,192.168.1.205,19.076,72.8777
f35ef817-dad6-4d19-b0fd-e58079235df1,P2P Transfer,Aarav Mehta,Wallet,Mumbai,iOS,192.168.1.206,19.076,72.8777
0d319af0-5221-4e8c-9565-81c31e044021,Business Revenue,Merchant POS Settlement,UPI,Mumbai,iOS,192.168.1.241,19.076,72.8777
de51a58b-5dbc-4fcc-aeb8-48a38200b481,Transport,Uber Business Ride,Wallet,Mumbai,iOS,192.168.1.226,19.076,72.8777
a9733df3-dbbe-4506-be69-18cf3af14fb9,Shopping,Amazon,Wallet,Mumbai,iOS,192.168.1.80,19.076,72.8777
13986e64-0dd9-4eba-a2a8-e1b4f6a15bae,Food & Dining,Zomato,Wallet,Mumbai,iOS,192.168.1.188,19.076,72.8777
c00b8721-b445-4876-99cd-2356050d832b,Utilities,Adani Power,Wallet,Mumbai,Android,192.168.1.20,19.076,72.8777
1d1f6498-00ab-4f26-9a46-58a8ba12cb63,Business Expense,Inventory Supplier Co,Wallet,Mumbai,Web,192.168.1.247,19.076,72.8777
fc5bc517-cb98-42f8-8ea2-f648d0e55555,Food & Dining,Zomato Home,Wallet,Mumbai,Web,192.168.1.19,19.076,72.8777
8559e175-67cc-4434-9632-fae5a02e37d8,Groceries,BigBasket,Wallet,Mumbai,Android,192.168.1.56,19.076,72.8777
a750ac66-4f17-4747-bab0-bedc2f146129,Shopping,Amazon Shopping,Wallet,Mumbai,Android,192.168.1.199,19.076,72.8777
8ed1e6e4-c811-4d78-9124-e71bf9fd74fb,Business Revenue,Merchant POS Settlement,UPI,Mumbai,Web,192.168.1.36,19.076,72.8777
99ecdc05-0f99-49bc-a491-6a4d6238ad4d,Transport,Uber Office,Wallet,Mumbai,iOS,192.168.1.134,19.076,72.8777
2ae2cf8a-815a-4e25-8357-7544dc4327fa,Shopping,Amazon,Wallet,Mumbai,Web,192.168.1.134,19.076,72.8777
813fc5b8-0663-4ccc-b598-846dcafbe505,Business Revenue,Merchant POS Settlement,Credit Card,Mumbai,Android,192.168.1.126,19.076,72.8777
bca12408-aef6-48f4-a005-5964bd0df25a,Business Revenue,Merchant POS Settlement,Credit Card,Mumbai,Web,192.168.1.68,19.076,72.8777
221591d4-1910-46b9-92fe-a9824999374c,Business Expense,Staff Salary - Ravi Verma,Wallet,Mumbai,Web,192.168.1.209,19.076,72.8777
fc454ab9-f354-4e6a-a032-eeca672c9ff7,Allowance,Parent Support,Debit Card,Mumbai,Web,192.168.1.126,19.076,72.8777
72cf7607-1d73-48fa-9533-70f8c6e5f62e,Allowance,Parent Support,Credit Card,Mumbai,Web,192.168.1.94,19.076,72.8777
2279f630-7e02-439f-9af3-98b5fbd16e2c,Transport,Uber,Wallet,Mumbai,Web,192.168.1.163,19.076,72.8777
ba13f69b-585a-426f-b267-45bb27de823f,Cashback,Wallet Promo,Debit Card,Mumbai,Android,192.168.1.12,19.076,72.8777
92dd174d-e8f7-45b6-96b5-681577e1008c,Business Revenue,Merchant POS Settlement,UPI,Mumbai,iOS,192.168.1.147,19.076,72.8777
7e6542df-0ecc-457b-8620-576db079c557,Business Revenue,Merchant POS Settlement,Debit Card,Mumbai,Web,192.168.1.226,19.076,72.8777
a1a79a8f-d446-4628-9a7c-d620c0dcb1f5,Business Revenue,Merchant POS Settlement,Credit Card,Mumbai,Web,192.168.1.16,19.076,72.8777
fdbd62b9-dcd0-46fd-8468-841e18a4b8ed,Shopping,Amazon Office Supplies,Wallet,Mumbai,Android,192.168.1.63,19.076,72.8777
8b54a709-517f-43d1-9f75-e3b43b04576c,Transport,Uber,Wallet,Mumbai,Android,192.168.1.132,19.076,72.8777
0d24cbca-598c-46ca-a68e-fea974f375d9,P2P Transfer,Aarav Mehta,Wallet,Mumbai,Web,192.168.1.187,19.076,72.8777
de684385-0473-4414-91cb-721f0d504ee5,Reward,SignUp Bonus,Internal Credit,Mumbai,Web,192.168.1.23,19.076,72.8777
b1fb37f0-8d58-4921-a4ce-9afffc35795b,Business Revenue,Merchant POS Settlement,UPI,Mumbai,iOS,192.168.1.145,19.076,72.8777
38ad9717-97e5-4104-9498-0b14c2b367dc,Business Revenue,Merchant POS Settlement,UPI,Mumbai,Android,192.168.1.157,19.076,72.8777
3868c27c-dc6b-4735-b5b9-09c6852f5524,Groceries,BigBasket,Wallet,Mumbai,Android,192.168.1.157,19.076,72.8777
e475f7c4-7a4e-421e-b612-ec145cead642,Subscription,Netflix India,Wallet,Mumbai,iOS,192.168.1.82,19.076,72.8777
a151d17b-d327-47f1-8f1c-10afc39c36a2,Utilities,Airtel Broadband,Wallet,Mumbai,Android,192.168.1.144,19.076,72.8777
409ec4ef-9658-4667-915e-8c07d25757ec,Transport,Uber,Wallet,Mumbai,iOS,192.168.1.17,19.076,72.8777
51807818-24a1-4066-8294-2c3614dc017a,Business Revenue,Merchant POS Settlement,Credit Card,Mumbai,Web,192.168.1.138,19.076,72.8777
ad396f48-8d89-4dec-85d4-3ab8bc515b0c,Business Revenue,Merchant POS Settlement,Debit Card,Mumbai,iOS,192.168.1.200,19.076,72.8777
f3ff6366-0810-4aa0-ba1e-4a796e46859d,Transport,Uber Business Ride,Wallet,Mumbai,iOS,192.168.1.171,19.076,72.8777
f7341b04-81e9-4623-adc2-d1859b5e8396,Food & Dining,Zomato,Wallet,Mumbai,Web,192.168.1.94,19.076,72.8777
1b114f16-07e9-42e6-9bc6-40004cc3a002,Food & Dining,Zomato,Wallet,Mumbai,Web,192.168.1.154,19.076,72.8777
19e6a5f6-cb05-4637-b949-1fa030c3a25a,Business Revenue,Merchant POS Settlement,Debit Card,Mumbai,Web,192.168.1.32,19.076,72.8777
c6024900-98ae-463f-bccf-82a0f63b849e,Business Revenue,Merchant POS Settlement,Credit Card,Mumbai,Web,192.168.1.78,19.076,72.8777
43412176-9933-4346-80e6-6c505432fba1,Food & Dining,Starbucks Business Meetup,Wallet,Mumbai,Web,192.168.1.177,19.076,72.8777
7128db9f-6308-43d5-bd2e-1d6b909cd3ea,Business Services,WeWork Office Space,Wallet,Mumbai,Android,192.168.1.95,19.076,72.8777
835727d5-2f6d-4d0e-bc24-e5b7cef30420,Groceries,BigBasket,Wallet,Mumbai,iOS,192.168.1.185,19.076,72.8777
3b57afbf-f495-4f80-a0e8-6777aa909f8b,Shopping,Amazon Shopping,Wallet,Mumbai,Web,192.168.1.182,19.076,72.8777
b214d68a-24e3-4546-ba83-e265dd4b659e,Business Revenue,Merchant POS Settlement,Credit Card,Mumbai,iOS,192.168.1.183,19.076,72.8777
c085aa44-94c6-4cb4-86d5-a9fe4bff7367,Business Revenue,Merchant POS Settlement,Debit Card,Mumbai,Android,192.168.1.107,19.076,72.8777
e0342627-14bf-4a07-a040-cd078f5e710b,Food & Dining,Zomato,Wallet,Mumbai,Web,192.168.1.140,19.076,72.8777
e3ff5928-577a-47a6-80da-522778144a4e,P2P Transfer,Aarav Mehta,Wallet,Mumbai,Android,192.168.1.77,19.076,72.8777
a1ce846e-d458-4a80-9296-cf17f2a04b59,Business Revenue,Merchant POS Settlement,UPI,Mumbai,iOS,192.168.1.219,19.076,72.8777
ed479694-dfd0-4690-9695-2ea5c635f9a4,Allowance,Parent Support,Credit Card,Mumbai,Android,192.168.1.81,19.076,72.8777
47862518-1fdb-49fa-8e8c-e87d4b02d1d4,Allowance,Parent Support,Credit Card,Mumbai,Web,192.168.1.87,19.076,72.8777
ca538235-c520-4cfb-aecc-c8d0fb6f7b82,Food & Dining,Zomato,Wallet,Mumbai,iOS,192.168.1.32,19.076,72.8777
91926500-a881-4f73-b5cc-b9cb04d37edd,Business Revenue,Merchant POS Settlement,UPI,Mumbai,Web,192.168.1.149,19.076,72.8777
c491f72c-7007-4909-b731-e2e89e499a86,Business Expense,Inventory Supplier Co,Wallet,Mumbai,Web,192.168.1.226,19.076,72.8777
f325e4c3-5a25-4b47-a63d-915ecd126927,Food & Dining,Starbucks Business Meetup,Wallet,Mumbai,Android,192.168.1.30,19.076,72.8777
6128a37d-4422-4786-8727-3f50ac0ccaf5,Transport,Uber,Wallet,Mumbai,iOS,192.168.1.83,19.076,72.8777
97f30119-563f-46d1-8e98-255f5a67b708,Cashback,Wallet Promo,UPI,Mumbai,Android,192.168.1.212,19.076,72.8777
074aa53b-d15b-48d8-ad7c-c57496f4f3f3,Business Revenue,Merchant POS Settlement,UPI,Mumbai,Android,192.168.1.15,19.076,72.8777
d093120f-56a5-442d-82fa-b1d7d1665c39,Business Revenue,Merchant POS Settlement,Credit Card,Mumbai,Web,192.168.1.87,19.076,72.8777
9ee23239-4ba2-4c2e-85d2-b06f6ef601e7,Business Revenue,Merchant POS Settlement,UPI,Mumbai,iOS,192.168.1.116,19.076,72.8777
6c0beea4-12b0-4b5b-a809-b9ae6036e709,Shopping,Amazon Office Supplies,Wallet,Mumbai,Web,192.168.1.136,19.076,72.8777
0ad22766-4960-4c87-805f-01282289fa33,Food & Dining,Zomato Home,Wallet,Mumbai,iOS,192.168.1.244,19.076,72.8777
16477175-4c64-42db-ab64-612bf36e4b5f,Cashback,Wallet Promo,Debit Card,Mumbai,Web,192.168.1.44,19.076,72.8777
93ccdebb-eac8-4f97-9c10-ecdcc3c1cc6e,P2P Transfer,Aarav Mehta,Wallet,Mumbai,iOS,192.168.1.175,19.076,72.8777
36216c76-564b-4b1d-a545-65d4b2e510a5,Business Revenue,Merchant POS Settlement,Credit Card,Mumbai,Android,192.168.1.48,19.076,72.8777
5dbbd34f-03e9-491c-825d-f3d663af70cc,Business Revenue,Merchant POS Settlement,Debit Card,Mumbai,Android,192.168.1.47,19.076,72.8777
be3e3ce2-0421-4cf6-9ec6-887ee772b54a,Business Revenue,Merchant POS Settlement,UPI,Mumbai,Android,192.168.1.128,19.076,72.8777
208284dd-3d52-4fae-aa1a-7cd13badb0ae,Shopping,Amazon,Wallet,Mumbai,iOS,192.168.1.85,19.076,72.8777
b5907cbb-446f-494f-b004-470e8bb656fb,Transport,Uber,Wallet,Mumbai,Android,192.168.1.17,19.076,72.8777
a83e3aba-3ba3-45fd-9d08-3713a420437a,Business Revenue,Merchant POS Settlement,Credit Card,Mumbai,Android,192.168.1.76,19.076,72.8777
2429fd1a-0d8b-4297-a5c5-010ea2cad740,Business Revenue,Merchant POS Settlement,Credit Card,Mumbai,Android,192.168.1.33,19.076,72.8777
fc2ffa4a-fbaf-4414-bdad-83e819520e06,Shopping,Amazon Office Supplies,Wallet,Mumbai,Android,192.168.1.230,19.076,72.8777
b18e8de4-6687-4756-baf0-f49acdf4af0d,Shopping,Amazon,Wallet,Mumbai,iOS,192.168.1.143,19.076,72.8777
72025858-53e5-4a51-8124-be1cd2883ae6,Freelance Income,Upwork Global Escrow,UPI,Mumbai,Web,192.168.1.104,19.076,72.8777
7eee63cc-935b-4481-991e-6d8f81a79321,Transport,Uber,Wallet,Mumbai,Android,192.168.1.52,19.076,72.8777
0bc190cb-62dc-4e6f-af1e-276a78a577b1,Business Revenue,Merchant POS Settlement,Debit Card,Mumbai,Android,192.168.1.193,19.076,72.8777
eff5f4d4-4537-48d0-96a1-12afe70aea9e,Business Revenue,Merchant POS Settlement,UPI,Mumbai,iOS,192.168.1.20,19.076,72.8777
34ca3e7b-328f-40fe-9a30-8edfc0f4f3ed,Business Revenue,Merchant POS Settlement,Debit Card,Mumbai,iOS,192.168.1.234,19.076,72.8777
c90202d0-f4d8-4a48-a0cc-ea575ad36d5c,Shopping,Amazon Office Supplies,Wallet,Mumbai,iOS,192.168.1.149,19.076,72.8777
41ed56eb-f506-4fd1-a435-7334bdf524d2,Transport,Uber Office,Wallet,Mumbai,iOS,192.168.1.18,19.076,72.8777
1ba78dad-483a-4b59-a82f-7f2c5272a929,Groceries,BigBasket,Wallet,Mumbai,iOS,192.168.1.102,19.076,72.8777
879496cc-bd52-4a37-84e9-cdbd82e09ffb,Business Revenue,Merchant POS Settlement,UPI,Mumbai,Web,192.168.1.95,19.076,72.8777
c9a15e71-4d4f-43bd-96ef-6af1b7052a01,P2P Transfer,Rohan Sharma,Wallet,Mumbai,Web,192.168.1.226,19.076,72.8777
2c5400e3-2e0f-49ea-ab1d-da908ed6971c,Food & Dining,Zomato,Wallet,Mumbai,Web,192.168.1.128,19.076,72.8777
f35534d5-a5f6-47df-80cc-9a59f05527cd,Food & Dining,Starbucks,Wallet,Mumbai,Android,192.168.1.236,19.076,72.8777
cbe2355f-4b64-4709-a637-221ec28540f2,Business Revenue,Merchant POS Settlement,Debit Card,Mumbai,Web,192.168.1.73,19.076,72.8777
6dec72f4-1c62-4e02-b6e1-6b92c15d3593,Business Revenue,Merchant POS Settlement,Credit Card,Mumbai,Android,192.168.1.203,19.076,72.8777
0aaefa41-c381-45bd-842a-55bcf7efb68a,Food & Dining,Starbucks Business Meetup,Wallet,Mumbai,iOS,192.168.1.16,19.076,72.8777
