transaction_id,wallet_id,entry_type,amount,balance_after,created_at
40b6ac2c-5b52-47e8-bdcc-a18666915a7c,4f64b206-7b74-44ce-b39f-89049ebd4e3f,credit,36.85,57054.85,2025-08-10T16:48:16.146Z
7218996d-2803-45cc-97d1-42b0e687aa2a,2e25c793-17ff-4230-b58d-17dfcc222464,credit,6706,16706,2025-08-10T16:48:16.146Z
97d7e04e-da42-489d-9868-ef75caf2b81f,2e25c793-17ff-4230-b58d-17dfcc222464,debit,2079,14627,2025-08-10T16:48:16.146Z
97d7e04e-da42-489d-9868-ef75caf2b81f,68e8cdc4-a89c-4489-9d80-d6345ef95f59,credit,2079,2079,2025-08-10T16:48:16.146Z
7e9e2d39-fe9d-4fdc-a50c-d01736ce4f24,2e25c793-17ff-4230-b58d-17dfcc222464,credit,11600,26227,2025-08-11T16:48:16.146Z
c599e086-65ef-4e1a-a784-24e493009b64,2e25c793-17ff-4230-b58d-17dfcc222464,debit,629,25598,2025-08-11T16:48:16.146Z
c599e086-65ef-4e1a-a784-24e493009b64,8c25909a-227f-4d95-86a1-9033ec6e34a4,credit,629,629,2025-08-11T16:48:16.146Z
46651c83-bd8a-48e6-a748-f0a2197d51fe,2e25c793-17ff-4230-b58d-17dfcc222464,credit,11330,36928,2025-08-12T16:48:16.146Z
2b612c8f-3276-4fa3-b419-5988ed672b59,2e25c793-17ff-4230-b58d-17dfcc222464,debit,834,36094,2025-08-12T16:48:16.146Z
2b612c8f-3276-4fa3-b419-5988ed672b59,77f216ae-66bd-4d6b-9dcf-ac7ac8c779cc,credit,834,1097,2025-08-12T16:48:16.146Z
4c03d366-db4b-4452-899f-4bacf817bd4e,2e25c793-17ff-4230-b58d-17dfcc222464,credit,8702,44796,2025-08-13T16:48:16.146Z
9e99038d-0232-4a78-a90f-38d63ac53291,2e25c793-17ff-4230-b58d-17dfcc222464,debit,2622,42174,2025-08-14T16:48:16.146Z
9e99038d-0232-4a78-a90f-38d63ac53291,68e8cdc4-a89c-4489-9d80-d6345ef95f59,credit,2622,4701,2025-08-14T16:48:16.146Z
da6db0b3-6d55-4ca8-8ee9-5899213aa150,d53314e5-d645-464a-99cf-45ed1a35e9fd,credit,10000,10000,2025-08-15T16:48:16.146Z
c51100e2-6ccf-4067-8e7e-352d27ce2131,4f64b206-7b74-44ce-b39f-89049ebd4e3f,debit,508,56546.85,2025-08-15T16:48:16.146Z
c51100e2-6ccf-4067-8e7e-352d27ce2131,77f216ae-66bd-4d6b-9dcf-ac7ac8c779cc,credit,508,1605,2025-08-15T16:48:16.146Z
99107894-6a47-4d5c-8b1b-b2549af03457,2e25c793-17ff-4230-b58d-17dfcc222464,credit,9860,52034,2025-08-15T16:48:16.146Z
06c2c9b9-7870-4649-afc8-6bd839d27ba8,2e25c793-17ff-4230-b58d-17dfcc222464,debit,45753,6281,2025-08-15T16:48:16.146Z
06c2c9b9-7870-4649-afc8-6bd839d27ba8,78d754c3-7421-45c6-af19-62af10c7d7a7,credit,45753,45753,2025-08-15T16:48:16.146Z
96a89274-df0d-4f3c-84b1-f4128333f8dd,d53314e5-d645-464a-99cf-45ed1a35e9fd,debit,388,9612,2025-08-15T16:48:16.146Z
96a89274-df0d-4f3c-84b1-f4128333f8dd,77f216ae-66bd-4d6b-9dcf-ac7ac8c779cc,credit,388,1993,2025-08-15T16:48:16.146Z
7fe7a1cf-18a1-49cc-970b-384d47915efa,4f64b206-7b74-44ce-b39f-89049ebd4e3f,debit,2976,53570.85,2025-08-16T16:48:16.146Z
7fe7a1cf-18a1-49cc-970b-384d47915efa,8fecc2ac-282e-4044-a1dd-0ef257c60926,credit,2976,8979,2025-08-16T16:48:16.146Z
4d26b1f3-72e9-454f-bb35-295c4622dbd7,4f64b206-7b74-44ce-b39f-89049ebd4e3f,debit,1577,51993.85,2025-08-16T16:48:16.146Z
4d26b1f3-72e9-454f-bb35-295c4622dbd7,68e8cdc4-a89c-4489-9d80-d6345ef95f59,credit,1577,6278,2025-08-16T16:48:16.146Z
8524fd5e-caaa-4f1f-b080-877def725639,2e25c793-17ff-4230-b58d-17dfcc222464,credit,5257,11538,2025-08-16T16:48:16.146Z
713b8abc-e25f-44a3-829b-3f03431deaef,2e25c793-17ff-4230-b58d-17dfcc222464,credit,15017,26555,2025-08-16T16:48:16.146Z
e7bfb419-0b1f-4e7d-92fa-e4205a37e4ae,2e25c793-17ff-4230-b58d-17dfcc222464,credit,16985,43540,2025-08-17T16:48:16.146Z
cf71f1d7-91d6-435e-b608-99d7cd45439e,2e25c793-17ff-4230-b58d-17dfcc222464,credit,9518,53058,2025-08-17T16:48:16.146Z
c4e9f8b4-f640-4c7c-8582-741c521eb6de,2e25c793-17ff-4230-b58d-17dfcc222464,debit,512,52546,2025-08-17T16:48:16.146Z
c4e9f8b4-f640-4c7c-8582-741c521eb6de,77f216ae-66bd-4d6b-9dcf-ac7ac8c779cc,credit,512,2505,2025-08-17T16:48:16.146Z
a60c25c3-5dc9-48ed-9fd4-00540ac64f66,2e25c793-17ff-4230-b58d-17dfcc222464,credit,7504,60050,2025-08-18T16:48:16.146Z
d931c1b8-c07a-40c4-b0c5-4383e3bad3b2,2e25c793-17ff-4230-b58d-17dfcc222464,credit,16468,76518,2025-08-18T16:48:16.146Z
4d9ee42b-b2fc-4f4b-974a-7fc072c33d2d,2e25c793-17ff-4230-b58d-17dfcc222464,credit,13112,89630,2025-08-18T16:48:16.146Z
c78114b9-a924-48e2-ae04-222ec370a3c8,d53314e5-d645-464a-99cf-45ed1a35e9fd,debit,570,9042,2025-08-18T16:48:16.146Z
c78114b9-a924-48e2-ae04-222ec370a3c8,99326bcd-2ed0-4319-b6a7-a9d1ac39f1b2,credit,570,2842,2025-08-18T16:48:16.146Z
1399ab56-687d-4eae-99df-e1254f063b72,2e25c793-17ff-4230-b58d-17dfcc222464,credit,14472,104102,2025-08-19T16:48:16.146Z
63b81d09-56b7-456a-aa33-2c9d1e9f48dc,d53314e5-d645-464a-99cf-45ed1a35e9fd,debit,1610,7432,2025-08-19T16:48:16.146Z
63b81d09-56b7-456a-aa33-2c9d1e9f48dc,68e8cdc4-a89c-4489-9d80-d6345ef95f59,credit,1610,7888,2025-08-19T16:48:16.146Z
5a011617-f514-4356-989b-54cf7245ae4e,2e25c793-17ff-4230-b58d-17dfcc222464,credit,8122,112224,2025-08-20T16:48:16.146Z
7d33cab0-8228-4801-b594-899a9c9bc697,2e25c793-17ff-4230-b58d-17dfcc222464,credit,8521,120745,2025-08-21T16:48:16.146Z
d9f5ddd5-8a5c-4861-9272-a617726bc1de,d53314e5-d645-464a-99cf-45ed1a35e9fd,debit,649,6783,2025-08-21T16:48:16.146Z
d9f5ddd5-8a5c-4861-9272-a617726bc1de,99326bcd-2ed0-4319-b6a7-a9d1ac39f1b2,credit,649,3491,2025-08-21T16:48:16.146Z
902848d1-1e78-48a1-90c4-4db2b5c9274e,4f64b206-7b74-44ce-b39f-89049ebd4e3f,debit,3201,48792.85,2025-08-22T16:48:16.146Z
902848d1-1e78-48a1-90c4-4db2b5c9274e,68e8cdc4-a89c-4489-9d80-d6345ef95f59,credit,3201,11089,2025-08-22T16:48:16.146Z
7ff961d3-3025-4a9b-b7b3-5f44c5596f58,2e25c793-17ff-4230-b58d-17dfcc222464,credit,11308,132053,2025-08-22T16:48:16.146Z
2dc89fe8-4850-41d2-b928-fe9bf74ffcef,2e25c793-17ff-4230-b58d-17dfcc222464,credit,5810,137863,2025-08-22T16:48:16.146Z
366a17e9-8655-41d9-98f0-19bf565e61a2,4f64b206-7b74-44ce-b39f-89049ebd4e3f,debit,2338,46454.85,2025-08-23T16:48:16.146Z
366a17e9-8655-41d9-98f0-19bf565e61a2,8fecc2ac-282e-4044-a1dd-0ef257c60926,credit,2338,11317,2025-08-23T16:48:16.146Z
62545bd2-b093-4a18-9867-f2598915f0d2,2e25c793-17ff-4230-b58d-17dfcc222464,credit,9267,147130,2025-08-23T16:48:16.146Z
681bd1e0-b96e-4b69-9313-b9022654e487,2e25c793-17ff-4230-b58d-17dfcc222464,debit,1438,145692,2025-08-23T16:48:16.146Z
681bd1e0-b96e-4b69-9313-b9022654e487,68e8cdc4-a89c-4489-9d80-d6345ef95f59,credit,1438,12527,2025-08-23T16:48:16.146Z
6b53fbef-845b-4782-a3aa-9a0eabdbf6a0,2e25c793-17ff-4230-b58d-17dfcc222464,credit,12916,158608,2025-08-24T16:48:16.146Z
c02adc8f-a42c-415f-92a9-0bf309969698,2e25c793-17ff-4230-b58d-17dfcc222464,credit,7374,165982,2025-08-24T16:48:16.146Z
d3e00f6b-ee1e-4829-9c9e-a76c14b6f9f7,2e25c793-17ff-4230-b58d-17dfcc222464,debit,754,165228,2025-08-24T16:48:16.146Z
d3e00f6b-ee1e-4829-9c9e-a76c14b6f9f7,77f216ae-66bd-4d6b-9dcf-ac7ac8c779cc,credit,754,3259,2025-08-24T16:48:16.146Z
26d281d3-4661-4eaf-9319-42bb459c4397,dfffab37-7984-45e6-bfd9-bcb0617b8a82,credit,10000,10000,2025-08-25T16:48:16.146Z
418ef853-640f-4b82-af0e-6014e821adbd,4f64b206-7b74-44ce-b39f-89049ebd4e3f,debit,1424,45030.85,2025-08-25T16:48:16.146Z
418ef853-640f-4b82-af0e-6014e821adbd,68e8cdc4-a89c-4489-9d80-d6345ef95f59,credit,1424,13951,2025-08-25T16:48:16.146Z
6a56544a-9dcb-432f-ac19-bf867bdbd2a2,2e25c793-17ff-4230-b58d-17dfcc222464,credit,13360,178588,2025-08-25T16:48:16.146Z
3e5c94ce-7418-4a3c-8818-0ddcf75a0c4e,2e25c793-17ff-4230-b58d-17dfcc222464,debit,27758,150830,2025-08-25T16:48:16.146Z
3e5c94ce-7418-4a3c-8818-0ddcf75a0c4e,78d754c3-7421-45c6-af19-62af10c7d7a7,credit,27758,73511,2025-08-25T16:48:16.146Z
3c4640f2-6d16-47a9-b20d-c0edacf3c98b,2e25c793-17ff-4230-b58d-17dfcc222464,debit,387,150443,2025-08-25T16:48:16.146Z
3c4640f2-6d16-47a9-b20d-c0edacf3c98b,8c25909a-227f-4d95-86a1-9033ec6e34a4,credit,387,1016,2025-08-25T16:48:16.146Z
9aae1655-6724-4c45-b2da-10a4e0321e25,4f64b206-7b74-44ce-b39f-89049ebd4e3f,debit,3023,42007.85,2025-08-26T16:48:16.146Z
9aae1655-6724-4c45-b2da-10a4e0321e25,68e8cdc4-a89c-4489-9d80-d6345ef95f59,credit,3023,16974,2025-08-26T16:48:16.146Z
e3ecf49a-0d81-4170-873e-33d1e24b1107,2e25c793-17ff-4230-b58d-17dfcc222464,credit,7900,158343,2025-08-26T16:48:16.146Z
e0edec09-81ec-4513-88d6-6c088a608d11,2e25c793-17ff-4230-b58d-17dfcc222464,credit,9851,168194,2025-08-26T16:48:16.146Z
1eeff958-6a73-4cda-b0c3-ac4b8aa848eb,cc817b0a-5cde-4437-9047-eb0a6c1b8735,credit,10000,10000,2025-08-27T16:48:16.146Z
0db177e8-1f5f-42be-914b-792e7af5c653,2e25c793-17ff-4230-b58d-17dfcc222464,credit,7451,175645,2025-08-27T16:48:16.146Z
8712ce36-b844-41b8-b900-4486b772c1f4,2e25c793-17ff-4230-b58d-17dfcc222464,credit,16042,191687,2025-08-27T16:48:16.146Z
b5dcb7f3-3296-4042-9a70-fb2a39d9950b,2e25c793-17ff-4230-b58d-17dfcc222464,credit,15410,207097,2025-08-27T16:48:16.146Z
dd526abb-5f80-4d7f-b2cb-c5fb2c345f58,dfffab37-7984-45e6-bfd9-bcb0617b8a82,debit,257,9743,2025-08-27T16:48:16.146Z
dd526abb-5f80-4d7f-b2cb-c5fb2c345f58,99326bcd-2ed0-4319-b6a7-a9d1ac39f1b2,credit,257,3748,2025-08-27T16:48:16.146Z
c5949d9a-ee81-40b8-b407-a925db2b7d7b,2e25c793-17ff-4230-b58d-17dfcc222464,credit,13361,220458,2025-08-28T16:48:16.146Z
5c81e5a2-4288-457d-bb82-59668fcab99f,cc817b0a-5cde-4437-9047-eb0a6c1b8735,debit,99,9901,2025-08-28T16:48:16.146Z
5c81e5a2-4288-457d-bb82-59668fcab99f,dfffab37-7984-45e6-bfd9-bcb0617b8a82,credit,99,9842,2025-08-28T16:48:16.146Z
eb9d4c7d-93eb-4f9c-9dea-1cd0e6e311aa,2e25c793-17ff-4230-b58d-17dfcc222464,credit,10874,231332,2025-08-29T16:48:16.146Z
cab493f7-6467-456e-a37b-a1dfec36cce2,2e25c793-17ff-4230-b58d-17dfcc222464,credit,12342,243674,2025-08-29T16:48:16.146Z
2260615b-9c75-4d0b-9d33-acc3586ff04e,d53314e5-d645-464a-99cf-45ed1a35e9fd,debit,562,6221,2025-08-29T16:48:16.146Z
2260615b-9c75-4d0b-9d33-acc3586ff04e,99326bcd-2ed0-4319-b6a7-a9d1ac39f1b2,credit,562,4310,2025-08-29T16:48:16.146Z
1fdc2e57-3d23-4a0f-8295-dd2add95a6cb,d53314e5-d645-464a-99cf-45ed1a35e9fd,credit,28.1,6249.1,2025-08-29T16:48:16.146Z
4901fd88-23c2-4569-b4d1-ad5a8c805240,cc817b0a-5cde-4437-9047-eb0a6c1b8735,debit,244,9657,2025-08-29T16:48:16.146Z
4901fd88-23c2-4569-b4d1-ad5a8c805240,dfffab37-7984-45e6-bfd9-bcb0617b8a82,credit,244,10086,2025-08-29T16:48:16.146Z
d53f552b-fdc5-48af-a702-377bc16d8917,4f64b206-7b74-44ce-b39f-89049ebd4e3f,debit,2735,39272.85,2025-08-30T16:48:16.146Z
d53f552b-fdc5-48af-a702-377bc16d8917,8fecc2ac-282e-4044-a1dd-0ef257c60926,credit,2735,14052,2025-08-30T16:48:16.146Z
54a8294e-52be-4e0d-8051-8b6ee11c0489,2e25c793-17ff-4230-b58d-17dfcc222464,credit,12843,256517,2025-08-30T16:48:16.146Z
e2c8c0ec-ade5-4792-bee8-cca9e85b4912,4f64b206-7b74-44ce-b39f-89049ebd4e3f,debit,534,38738.85,2025-08-31T16:48:16.146Z
e2c8c0ec-ade5-4792-bee8-cca9e85b4912,77f216ae-66bd-4d6b-9dcf-ac7ac8c779cc,credit,534,3793,2025-08-31T16:48:16.146Z
909f3ec4-0b4a-494f-89b5-581e4cf7b1be,2e25c793-17ff-4230-b58d-17dfcc222464,credit,6851,263368,2025-08-31T16:48:16.146Z
83545711-437e-4584-9990-55af5f6b09d0,2e25c793-17ff-4230-b58d-17dfcc222464,credit,15826,279194,2025-08-31T16:48:16.146Z
9c304d98-1115-4f19-82dd-2c0bc3c2fdca,d53314e5-d645-464a-99cf-45ed1a35e9fd,debit,700,5549.1,2025-08-31T16:48:16.146Z
9c304d98-1115-4f19-82dd-2c0bc3c2fdca,99326bcd-2ed0-4319-b6a7-a9d1ac39f1b2,credit,700,5010,2025-08-31T16:48:16.146Z
2c658750-34cb-4261-9a9c-93b746afe384,dfffab37-7984-45e6-bfd9-bcb0617b8a82,credit,5000,15086,2025-08-31T16:48:16.146Z
daac5137-cca6-42f6-9336-34f84e46e92f,cc817b0a-5cde-4437-9047-eb0a6c1b8735,credit,4000,13657,2025-08-31T16:48:16.146Z
eae5e8fa-bd74-4d49-8a36-c895e2c3d7c7,cc817b0a-5cde-4437-9047-eb0a6c1b8735,debit,175,13482,2025-08-31T16:48:16.146Z
eae5e8fa-bd74-4d49-8a36-c895e2c3d7c7,dfffab37-7984-45e6-bfd9-bcb0617b8a82,credit,175,15261,2025-08-31T16:48:16.146Z
fb2febd7-cffb-48a1-af28-685884ddea78,4f64b206-7b74-44ce-b39f-89049ebd4e3f,credit,85000,123738.85,2025-09-01T16:48:16.146Z
3f5924fc-0a3b-4c5c-b7bb-5c3b83b3de28,4f64b206-7b74-44ce-b39f-89049ebd4e3f,debit,464,123274.85,2025-09-01T16:48:16.146Z
3f5924fc-0a3b-4c5c-b7bb-5c3b83b3de28,99326bcd-2ed0-4319-b6a7-a9d1ac39f1b2,credit,464,5474,2025-09-01T16:48:16.146Z
83422804-334e-4c81-8f1e-9ba3e6460248,2e25c793-17ff-4230-b58d-17dfcc222464,credit,13117,292311,2025-09-01T16:48:16.146Z
3cef82dc-bbdf-49e9-bca4-e8954b5f02a0,d53314e5-d645-464a-99cf-45ed1a35e9fd,credit,120000,125549.1,2025-09-01T16:48:16.146Z
e04b2f4b-3209-407f-a3e9-0588d9abd28a,d53314e5-d645-464a-99cf-45ed1a35e9fd,debit,2437,123112.1,2025-09-01T16:48:16.146Z
e04b2f4b-3209-407f-a3e9-0588d9abd28a,68e8cdc4-a89c-4489-9d80-d6345ef95f59,credit,2437,19411,2025-09-01T16:48:16.146Z
d9a0449b-6aa5-4afe-a3de-7eca55bf9430,cc817b0a-5cde-4437-9047-eb0a6c1b8735,debit,179,13303,2025-09-01T16:48:16.146Z
d9a0449b-6aa5-4afe-a3de-7eca55bf9430,77f216ae-66bd-4d6b-9dcf-ac7ac8c779cc,credit,179,3972,2025-09-01T16:48:16.146Z
27d45e8f-0d1e-4900-b523-2fdf279ac5cb,2e25c793-17ff-4230-b58d-17dfcc222464,credit,4576,296887,2025-09-02T16:48:16.146Z
91c4cf0e-309d-4f83-8324-64fdf8d5ea27,2e25c793-17ff-4230-b58d-17dfcc222464,credit,9789,306676,2025-09-02T16:48:16.146Z
60eb6d44-3d03-44a9-991c-8ae978011e81,2e25c793-17ff-4230-b58d-17dfcc222464,debit,35000,271676,2025-09-02T16:48:16.146Z
60eb6d44-3d03-44a9-991c-8ae978011e81,396aaa88-f522-47e1-a4dd-f2107cc69e7a,credit,35000,60000,2025-09-02T16:48:16.146Z
614dd245-bd5e-466e-9f97-4dfab789395b,2e25c793-17ff-4230-b58d-17dfcc222464,debit,605,271071,2025-09-02T16:48:16.146Z
614dd245-bd5e-466e-9f97-4dfab789395b,8c25909a-227f-4d95-86a1-9033ec6e34a4,credit,605,1621,2025-09-02T16:48:16.146Z
00d5e3f8-d668-40ac-ae35-d26fae8f3d41,dfffab37-7984-45e6-bfd9-bcb0617b8a82,debit,144,15117,2025-09-02T16:48:16.146Z
00d5e3f8-d668-40ac-ae35-d26fae8f3d41,77f216ae-66bd-4d6b-9dcf-ac7ac8c779cc,credit,144,4116,2025-09-02T16:48:16.146Z
6ad5fc85-d5bc-464a-b405-6676eab68afb,dfffab37-7984-45e6-bfd9-bcb0617b8a82,credit,7.2,15124.2,2025-09-02T16:48:16.146Z
287219f3-0770-435a-ba82-88292e8529e2,4f64b206-7b74-44ce-b39f-89049ebd4e3f,debit,25000,98274.85,2025-09-03T16:48:16.146Z
287219f3-0770-435a-ba82-88292e8529e2,396aaa88-f522-47e1-a4dd-f2107cc69e7a,credit,25000,85000,2025-09-03T16:48:16.146Z
26186e05-ab63-4429-b774-7354ae42d094,4f64b206-7b74-44ce-b39f-89049ebd4e3f,debit,3550,94724.85,2025-09-03T16:48:16.146Z
26186e05-ab63-4429-b774-7354ae42d094,68e8cdc4-a89c-4489-9d80-d6345ef95f59,credit,3550,22961,2025-09-03T16:48:16.146Z
3b7e62ac-1866-4885-936e-8ec71bd74535,4f64b206-7b74-44ce-b39f-89049ebd4e3f,credit,177.5,94902.35,2025-09-03T16:48:16.146Z
cbfd7bc1-f368-4bb6-a7a6-25fb5f5c1974,2e25c793-17ff-4230-b58d-17dfcc222464,credit,13343,284414,2025-09-03T16:48:16.146Z
977a2d28-6710-4b18-baed-e196c589a355,2e25c793-17ff-4230-b58d-17dfcc222464,credit,10187,294601,2025-09-03T16:48:16.146Z
d210c577-895c-4042-ba79-1f0b5923cefd,d53314e5-d645-464a-99cf-45ed1a35e9fd,debit,351,122761.1,2025-09-03T16:48:16.146Z
d210c577-895c-4042-ba79-1f0b5923cefd,99326bcd-2ed0-4319-b6a7-a9d1ac39f1b2,credit,351,5825,2025-09-03T16:48:16.146Z
bffa2bc5-e461-485b-a772-6ca7388098a9,dfffab37-7984-45e6-bfd9-bcb0617b8a82,debit,381,14743.2,2025-09-03T16:48:16.146Z
bffa2bc5-e461-485b-a772-6ca7388098a9,99326bcd-2ed0-4319-b6a7-a9d1ac39f1b2,credit,381,6206,2025-09-03T16:48:16.146Z
f35ef817-dad6-4d19-b0fd-e58079235df1,cc817b0a-5cde-4437-9047-eb0a6c1b8735,debit,216,13087,2025-09-03T16:48:16.146Z
f35ef817-dad6-4d19-b0fd-e58079235df1,dfffab37-7984-45e6-bfd9-bcb0617b8a82,credit,216,14959.2,2025-09-03T16:48:16.146Z
0d319af0-5221-4e8c-9565-81c31e044021,2e25c793-17ff-4230-b58d-17dfcc222464,credit,7442,302043,2025-09-04T16:48:16.146Z
de51a58b-5dbc-4fcc-aeb8-48a38200b481,2e25c793-17ff-4230-b58d-17dfcc222464,debit,401,301642,2025-09-04T16:48:16.146Z
de51a58b-5dbc-4fcc-aeb8-48a38200b481,77f216ae-66bd-4d6b-9dcf-ac7ac8c779cc,credit,401,4517,2025-09-04T16:48:16.146Z
a9733df3-dbbe-4506-be69-18cf3af14fb9,dfffab37-7984-45e6-bfd9-bcb0617b8a82,debit,512,14447.2,2025-09-04T16:48:16.146Z
a9733df3-dbbe-4506-be69-18cf3af14fb9,68e8cdc4-a89c-4489-9d80-d6345ef95f59,credit,512,23473,2025-09-04T16:48:16.146Z
13986e64-0dd9-4eba-a2a8-e1b4f6a15bae,cc817b0a-5cde-4437-9047-eb0a6c1b8735,debit,411,12676,2025-09-04T16:48:16.146Z
13986e64-0dd9-4eba-a2a8-e1b4f6a15bae,99326bcd-2ed0-4319-b6a7-a9d1ac39f1b2,credit,411,6617,2025-09-04T16:48:16.146Z
c00b8721-b445-4876-99cd-2356050d832b,4f64b206-7b74-44ce-b39f-89049ebd4e3f,debit,2661,92241.35,2025-09-05T16:48:16.146Z
c00b8721-b445-4876-99cd-2356050d832b,0e5d4bb0-d613-443b-beef-163eb4214b67,credit,2661,6207,2025-09-05T16:48:16.146Z
1d1f6498-00ab-4f26-9a46-58a8ba12cb63,2e25c793-17ff-4230-b58d-17dfcc222464,debit,55944,245698,2025-09-05T16:48:16.146Z
1d1f6498-00ab-4f26-9a46-58a8ba12cb63,78d754c3-7421-45c6-af19-62af10c7d7a7,credit,55944,129455,2025-09-05T16:48:16.146Z
fc5bc517-cb98-42f8-8ea2-f648d0e55555,d53314e5-d645-464a-99cf-45ed1a35e9fd,debit,620,122141.1,2025-09-05T16:48:16.146Z
fc5bc517-cb98-42f8-8ea2-f648d0e55555,99326bcd-2ed0-4319-b6a7-a9d1ac39f1b2,credit,620,7237,2025-09-05T16:48:16.146Z
8559e175-67cc-4434-9632-fae5a02e37d8,4f64b206-7b74-44ce-b39f-89049ebd4e3f,debit,2202,90039.35,2025-09-06T16:48:16.146Z
8559e175-67cc-4434-9632-fae5a02e37d8,8fecc2ac-282e-4044-a1dd-0ef257c60926,credit,2202,16254,2025-09-06T16:48:16.146Z
a750ac66-4f17-4747-bab0-bedc2f146129,4f64b206-7b74-44ce-b39f-89049ebd4e3f,debit,3324,86715.35,2025-09-06T16:48:16.146Z
a750ac66-4f17-4747-bab0-bedc2f146129,68e8cdc4-a89c-4489-9d80-d6345ef95f59,credit,3324,26797,2025-09-06T16:48:16.146Z
8ed1e6e4-c811-4d78-9124-e71bf9fd74fb,2e25c793-17ff-4230-b58d-17dfcc222464,credit,11235,256933,2025-09-06T16:48:16.146Z
99ecdc05-0f99-49bc-a491-6a4d6238ad4d,d53314e5-d645-464a-99cf-45ed1a35e9fd,debit,294,121847.1,2025-09-06T16:48:16.146Z
99ecdc05-0f99-49bc-a491-6a4d6238ad4d,77f216ae-66bd-4d6b-9dcf-ac7ac8c779cc,credit,294,4811,2025-09-06T16:48:16.146Z
